Column1;caption;nome_evento;local_evento;artista;data_evento;valor;link_venda
104;Hoje é dia do fã e em especial a isso, CONTA PRA GENTE… O quanto você é fã de um forró de verdade? Zé Cantor, Toca do Vale, Junior Vianna e Forró Real te esperam dia 23 de março, no estacionamento do Cidade Mix. Pontos de venda - On-line: https://brasilticket.com.br/cidade-mix-forro-de-verdade.html- ?Vendas físicas: Barzim da Maraponga, Carneiro Prime e Óticas Diniz. #CidadeMix #Forró #Forródeverdade #Ingresso;Forró de Verdade;Estacionamento do Cidade Mix;Zé Cantor, Toca do Vale, Junior Vianna e Forró Real;23/03/24;-;https://brasilticket.com.br/cidade-mix-forro-de-verdade.html
105;Vendas presenciais a partir de AMANHÃ no escritório do @kukukaya (ao lado do estacionamento) ! Corre logo que já está acabando.Vendas online no link da bio.#kukukaya #forrodasantigas #forropedeserra;-;Kukukaya;-;-;-;-
106;Quem já garantiu seu ingresso? Já é sábado, viu? Vem conferir o mapa do nosso evento! Zé Cantor, Toca do Vale, Junior Vianna e Forró Real te esperam dia 23 de março, no estacionamento do Cidade Mix. Pontos de venda - On-line: https://brasilticket.com.br/cidade-mix-forro-de-verdade.html- ?Vendas físicas: Barzim da Maraponga, Carneiro Prime e Óticas Diniz. #CidadeMix #Forró #Forródeverdade #Táchegando;Forró de Verdade;Estacionamento do Cidade Mix;Zé Cantor, Toca do Vale, Junior Vianna e Forró Real;23/03/24;-;https://brasilticket.com.br/cidade-mix-forro-de-verdade.html
107;Henrique e Juliano em Fortaleza 18 de Maio no Colosso Stage Adquira já seu ingresso no link da bio! #henriqueejuliano;Henrique e Juliano;Colosso Stage;-;18/05/24;-;-
108;Ele voltou com tudo FERIADÃO EM LIMOEIRO O FENÔMENO E O ORIGINAL@nattan e @zevaqueiro Só vem SSVALE 2024O maior evento do interior do Ceará!Sábado de Aleluia, 30 de março No @zoadashows em Limoeiro!Que pancada de encontro Vendas no link da bio.;FERIADÃO EM LIMOEIRO;@zoadashows em Limoeiro;Nattan e Zé Vaqueiro;30/03/24;-;-
109;As vendas de ingressos físicos começam nessa quarta (20.03)! ?Já podem começar a se programar e avisarem os amigos que ainda não garantiram a entrada! Óticas DinizCentro - Praça Ferreira | Aldeota- Harmony Center | Iguatemi | Messejana | Montese | Jockey | North Shopping;-;;-;-;-;-
110;Preparados para um adeus memorável? Adquira já o seu ingresso do Buteco Despedida: Fortaleza, através do, @BaladAPP e garanta em até 8X no cartão. Abre o portão que eu cheguei! A venda online é EXCLUSIVA do @BaladAPP (aplicativo ou baladapp.com.br), acesse já: (https://baladapp.com.br/a/butecofortaleza2024/4742) PONTOS DE VENDA FÍSICO:After Tickets - RioMar Fortaleza.Seu Domingo Quintal (North Shopping Joquei) Parcele em até 3x sem juros @agencia.afterOBS: Vendas de suítes somente no contato (85) 99631-1308 CADU#ButecoFortaleza #OEmbaixador #ButecoDespedida #Fortaleza #Buteco #Agenciaafter;Buteco Despedida;Fortaleza;-;-;-;https://baladapp.com.br/a/butecofortaleza2024/4742
111;Faltam só 5 dias! Estamos muito próximos de curtir @avinnevinny e @somdefaculdade à beira mar, no @praiow! @vemdeboa, dia 23.03! Link de ingressos na bio;Faltam só 5 dias!;Praia;Avinne Vinny e Som de Faculdade;23/03/24;-;-
112;O @garotavip Fortaleza te espera! Dia 27 de Abril viveremos novas emoções no Estacionamento da Arena Castelão com nosso líder @Wesleysafadao, @luansantana, @leosantana e @marierayaneoficialdia 27 Garanta seu ingresso: PONTOS FÍSICOS: RANCHO DO POÇO:(R. Oscar Benevides, 90 - Mondubim, Fortaleza-CE)LOJAS PONTO DA MODA:MARACANAÚ(End.: R. Dezesseis, 331 - Jereissati I, Maracanaú - CE, 61900-230)SHOPPING EUSÉBIO(End.: E040 ?, Av. Eusébio de Queiroz, 1890 - Loja 10 - Tamatanduba, Eusébio - CE)CENTRO(End. R. Guilherme Rocha, 203 - Centro)SHOPPING RIO MAR KENNEDY (End.: Av. Sgt. Hermínio Sampaio, 3100 - Pres. Kennedy, Fortaleza - CE) MESSEJANA (Av. Frei Cirilo, 172 - Messejana, Fortaleza - CE)NORTH SHOPPING JÓQUEI (Av. Lineu Machado, 419 - Jóquei Clube, Fortaleza - CE)Venda on-line: https://www.virtualticket.com.br/eventos/garota-vip-fortaleza-2024#GarotaVip #Fortaleza #Ceará #SaveTheDate #SóOsFortesEntendem #WesleySafadão #CamaroteShows #LuanSantana #LeoSantana #MarieRayane;Garota VIP Fortaleza 2024;Estacionamento da Arena Castelão;Wesley Safadão, Luan Santana, Leo Santana, Marie Rayane;27/04/24;-;https://www.virtualticket.com.br/eventos/garota-vip-fortaleza-2024#
113;Marca aí duas amigas que estamos de olho, viu! Zé Cantor, Toca do Vale, Junior Vianna e Forró Real te esperam dia 23 de março, no estacionamento do Cidade Mix. Pontos de venda - On-line: https://brasilticket.com.br/cidade-mix-forro-de-verdade.html- ?Vendas físicas: Barzim da Maraponga, Carneiro Prime e Óticas Diniz. #CidadeMix #Forró #Forródeverdade #Ingresso;;-;;;;
114;Foooco na Semana Santa que o Baguncinha 2024 está chegando no maior sábado de aleluia do interior do Ceará. E aí, partiu?Vendas no link da bio.;Baguncinha 2024;Interior do Ceará;-;-;-;-
115;Se liga que vai ter dobradinha de roda de samba com o grupo DTF e convidados! davizao e @palhanosambademesaSegunda a partir das 19:30Terça a partir das 16:30Local: @paraiba.bar;Dobradinha de Roda de Samba;Paraíba Bar;Grupo DTF e convidados;-;-;-
116;Diz aí… qual emoji define sua sensação de saber que dia 18 de maio, @henriqueejuliano vão desembarcar em Fortaleza? O encontro está marcado e o repertório da dupla vai ser daquele jeito que a gente ama! Fogo & Gasolina e Limite Zero! ?Ingressos na mão? www.limitezero.art.br;Show Henrique e Juliano;Fortaleza;Henrique e Juliano;18/04/24;-;www.limitezero.art.br
117;@mojjo sabe como fazer da pista um lugar único e cheio de energia! ?Agora imagina isso à beira mar e pé na areia! Dia 06.04 ele desembarca no @praiow e os ingressos estão voando! www.praiow.com.br;Show do Mojjo;@praiow;Mojjo;06/04/24;-;www.praiow.com.br
118;Nossa próxima terapia? Dia 30 DE março no Playa HENRY FREITAS - BANDA EVARALK - BAILE DO ED CumbucoAdquira já seu ingresso no LINK DA BIO.Para maiores informações chama a gente no DIRECT;Nossa próxima terapia;Playa HENRY FREITAS;BANDA EVARALK - BAILE DO ED Cumbuco;30/03/24;-;-
119;"Em setembro, tem Vaquejada de Itapebussu 2024! Emoção, tradição e muito forró aguardam por você de 18 a 22 de setembro, no Parque Novilha de Prata, em Maranguape. Prepare-se para viver momentos inesquecíveis na vaquejada mais importante do Brasil, que será palco de competições acirradas, atividades empolgantes e shows musicais com grandes artistas do cenário forrozeiro. #VaquejadaItapebussu #ForróDeVaquejada #Maranguape""#Desde1945 #VaquejadaItapebussu2024 #Forró #Itapebussu";Vaquejada de Itapebussu 2024;Parque Novilha de Prata, Maranguape;Grandes artistas do cenário forrozeiro;18/09/2024 a 22/09/2024;-;-
120;Não perco por nada o MF dando a vida no Dança dos Famosos! #MF #DançadosFamosos #Globo @demusic_ #DeMusic;Dança dos Famosos;-;MF;-;-;-
121;ÚLTIMAS 24h de Pré-venda Exclusiva para cadastrados! ??Se você entrou para o grupo seleto, mas ainda não garantiu seu passe para a viagem, não vacila! Viajante que dorme no ponto não embarca, ok? Cheque seu e-mail e aperte o botão que te enviamos. ?? Pré-venda Exclusiva para cadastrados disponível até quarta (20) Às 12h00.??WOW | The Third Travel 08 de Jun. | Marina Park - Fortaleza Ative as notificações para novas atualizações.-#festawow #energiawow #thethirdtravel #waveventos #wow;The Third Travel;Marina Park - Fortaleza;-;08/06/24;-;-
122;Desde 1993, o Só pra Contrariar escreve sua história com você… A próxima é 10 de maio, em Fortaleza!Bora?! SPC Acústico 2 - O Último Encontro - 10/05, em Fortaleza, no Centro de Eventos Ceará Ingressos disponíveis no link da BIO do @spcacustico ou em spcacustico.com.br#SPCAcústico #SPC #SóPraContrariar #R2comSPC@demusic_;SPC Acústico 2 - O Último Encontro;Centro de Eventos Ceará, Fortaleza;Só Pra Contrariar;10/05/2024;-;spcacustico.com.br
123;Nosso amigo Nattanzinho já caiu na estrada para o Playa Cumbuco. Você já tá de malas prontas?Os ventos nos levam para um novo destino.28, 29 e 30 de Março.Cumbuco - CEIngressos disponíveis (Link na Bio)Vendas sem taxa no direct!;Playa Cumbuco;Cumbuco - CE;-;28/03/2024 a 30/03/2024;-;-
124;Preparem-se! Sábado tem Lagosta e Batista juntos em uma noite indescritível no melhor forró da cidade. Não fique de fora, corra e garanta o seu ingresso. @kukukaya #kukukaya #forrodasantigas #forropedeserra;Noite de Lagosta e Batista;Kukukaya;Lagosta e Batista;-;-;-
125;O trio apocalíptico que já sabem, né? Se juntar… É Limite Zero! Ingressos na mão pro dia 18 de maio? www.limitezero.art.br Óticas DinizCentro - Praça Ferreira | Aldeota- Harmony Center | Iguatemi | Messejana | Montese | Jockey | North Shopping;Limite Zero;-;Trio apocalíptico;18/05/24;-;www.limitezero.art.br
126;Fortaleza, a data de abertura das vendas para o @vemprochurrasquinho está chegando! Fiquem atentos, porque a partir do dia 27, quarta-feira, vocês poderão garantir seu passaporte para o Churrasquinho do Menos é Mais. #VemProChurrasquinho #Pagode #MenosÉMais #GrupoMenosÉMais #ChurrasquinhoMenosÉMais;Churrasquinho do Menos é Mais;-;Grupo Menos é Mais;-;-;-
127;Curte aí se você vai pro Baguncinha na maior Semana Santa do estado do CearáNa compra do seu ingresso, você leva na hora um copo exclusivo do evento + abadá oficial e ainda parcela em 3x sem juros PONTOS DE VENDAS QUIXERAMOBIM Casa do Bebê Rua Abílio Silva, 168 Burgery Quixeramobim Rua Joel Nunes, 122 Malluvida Boutique Rua Cônego Aureliano Mota, 27 Farmácia Fórmula Verde Rua Teixeira de Freitas, 228 QUIXADÁ Tella Moda Feminina Avenida Plácido Castelo, 2000 VENDAS ON-LINE BrasilTicket.com.br #baguncinha2024 #semanasanta #euvou #quixeramobim #marifernandez #jonasesticado #zecantor #mateusximenes #osdonosdafesta #todomundovai;Baguncinha;-;Mari Fernandez, Jonas Esticado, Zé Cantor, Mateus Ximenes, Os Donos da Festa;-;-;BrasilTicket.com.br
128;Zé cantor já está te acionando para viver um FORRÓ DE VERDADE! Zé Cantor, Toca do Vale, Junior Vianna e Forró Real te esperam dia 23 de março, no estacionamento do Cidade Mix para dançarmos um forrózinho bom. Pontos de venda - On-line: https://brasilticket.com.br/cidade-mix-forro-de-verdade.html- ?Vendas físicas: Barzim da Maraponga, Carneiro Prime e Óticas Diniz. #CidadeMix #Forró #Forródeverdade #ZéCantor;Forró de Verdade;Estacionamento do Cidade Mix;Zé Cantor, Toca do Vale, Junior Vianna e Forró Real;23/03/24;-;https://brasilticket.com.br/cidade-mix-forro-de-verdade.html
129;Virada de lote à vista! Amanhã, 21, teremos uma virada de lote, os ingressos estão voando! Corre e avise os amigos: www.praiow.com.br;-;-;-;-;-;www.praiow.com.br
130;O lote está quase esgotando! @vemdeboa porque neste sábado (23) teremos @avinevinny, @somdefaculdade e @carolssantosreal no @praiow! Ingressos www.praiow.com.br;Evento Vem de Boa;Praiow;Avine Vinny, Som de Faculdade, Carol Santos Real;23/09/24;-;www.praiow.com.br
131;Esgotamos, mas a energia que vamos criar juntos vai ser ILIMITADA!@sorrisoasantigas - Fortaleza/CE 06 de Abril | Marina Park #SorrisoasAntigasFortaleza #D&EMusic @demusic_;Sorriso as Antigas;Marina Park;D&EMusic;06/04/24;-;-
132;Ei, Fortaleza: Não se esqueça! Dia 10 de maio, nosso encontro está marcado na última turnê do Só Pra Contrariar Acústico 2! SPC Acústico 2 - O Último Encontro - 10/05, em Fortaleza, no Centro de Eventos Ceará Ingressos disponíveis no link da BIO do @spcacustico ou em spcacustico.com.br#SPCAcústico #SPC #SóPraContrariar #R2comSPC @demusic_;SPC Acústico 2 - O Último Encontro;Centro de Eventos Ceará;Só Pra Contrariar;10/05/2024;-;spcacustico.com.br
133;STATUS ALTERADO: Esperando o GV Fortaleza! ? Quem mais tá assim? Pega o Guanabara e vem seguir o líder no Festival mais amado do Brasil! Fortaleza vai parar em mais uma edição histórica do nosso @garotavip, dia 27 de abril com @Wesleysafadao, @luansantana, @leosantana e @marierayaneoficial Garanta seu ingresso: PONTOS FÍSICOS: RANCHO DO POÇO:(R. Oscar Benevides, 90 - Mondubim, Fortaleza-CE)LOJAS PONTO DA MODA:MARACANAÚ(End.: R. Dezesseis, 331 - Jereissati I, Maracanaú - CE, 61900-230)SHOPPING EUSÉBIO(End.: E040 ?, Av. Eusébio de Queiroz, 1890 - Loja 10 - Tamatanduba, Eusébio - CE)CENTRO(End. R. Guilherme Rocha, 203 - Centro)SHOPPING RIO MAR KENNEDY (End.: Av. Sgt. Hermínio Sampaio, 3100 - Pres. Kennedy, Fortaleza - CE) MESSEJANA (Av. Frei Cirilo, 172 - Messejana, Fortaleza - CE)NORTH SHOPPING JÓQUEI (Av. Lineu Machado, 419 - Jóquei Clube, Fortaleza - CE)Venda on-line: https://www.virtualticket.com.br/eventos/garota-vip-fortaleza-2024#GarotaVip #Fortaleza #Ceará #SaveTheDate #SóOsFortesEntendem #WesleySafadão #CamaroteShows #LuanSantana #LeoSantana #MarieRayane;Garota Vip Fortaleza;Diversos pontos na cidade de Fortaleza-CE;Wesley Safadão, Luan Santana, Leo Santana, Marie Rayane;27/04/24;-;https://www.virtualticket.com.br/eventos/garota-vip-fortaleza-2024#GarotaVip
134;Tripulação 003 CONFIRMADA! #WOW2024 ???Agora a nossa nave está pronta para decolar. O time de comandantes está completo para assumir a terceira viagem que iremos fazer juntos. E você, viajante, está pronto? Portas em automático! ??? WOW 2024 - The Third Travel @liulive • @eliiwasa • @brunofurlan • @fatsyncmusic @saviomusic • @twonottymusic • @vylowmusic b2b @ruddekmusic ??? 08 de Jun. | Marina Park - Fortaleza Vendas AMANHÃ (25) às 12h00 festawow.com.br-#festawow #energiawow #thethirdtravel #waveventos #wow #owleventos;WOW 2024 - The Third Travel;Marina Park - Fortaleza;@liulive • @eliiwasa • @brunofurlan • @fatsyncmusic @saviomusic • @twonottymusic • @vylowmusic b2b @ruddekmusic;08/06/24;-;festawow.com.br
135;Já garantiu o ingresso pro @somoslimitezero ? Aproveite o feriado e adquira o seu! Não fique de fora ?18 de MaioHenrique e JulianoNattan www.limitezero.art.br Óticas DinizCentro - Praça Ferreira | Aldeota- Harmony Center | Iguatemi | Messejana | Montese | Jockey | North Shopping#henriqueejuliano;Limite Zero;Óticas Diniz;Henrique e Juliano;18/05/24;-;www.limitezero.art.br
136;Nossa próxima terapia? SÁBADO, 30 DE março no Playa O LOTE VAI VIRAR Adquira já seu ingresso no LINK DA BIO.Para maiores informações chama a gente no DIRECT.HENRY FREITAS - BANDA EVARALK - BAILE DO ED Cumbuco;Baile do Ed Cumbuco;Playa O;Henry Freitas - Banda Evaralk;30/03/24;-;-
137;Presenteie sua mãe com uma noite cheia de ritmo e alegria ao som contagiante de Beto Barbosa neste mês especial!*Mães merecem o melhor* Local: Círculo Militar de FortalezaIngresso: Outgo.com.brInformações: 85 99796-4882;Presenteie sua mãe com uma noite cheia de ritmo e alegria;Círculo Militar de Fortaleza;Beto Barbosa;-;-;Outgo.com.br
138;Está quase tudo pronto para nossa decolagem, mas ainda falta saber quem são os tripulantes que irão comandar a nave. ?? Fiquem atentos: HOJE às 20h00 no feed vamos liberar o tão esperado LINE!??WOW | The Third Travel 08 de Jun. | Marina Park - Fortaleza Vendas AMANHÃ (25) às 12h00 festawow.com.br-#festawow #energiawow #thethirdtravel #waveventos #wow #owleventos;WOW | The Third Travel;Marina Park - Fortaleza;-;08/06/24;-;festawow.com.br
139;Sem dúvidas o melhor lugar para curtir a noite de Fortaleza! Vem aproveitar e se divertir aqui no seu Dedé! Cuidaa! @seudedebotequim #vemproseudedé Av. Pontes Vieira, 1700. São João do Tatuapé - Fortaleza- Ce;-;Seu Dedé;-;-;-;-
140;Esgotado! Isso é @Kukukaya;Kukukaya;-;@Kukukaya;-;-;-
141;Nosso encarregado para assuntos especiais foi visto no Navio da Só Track Boa. }???Boatos que ele foi buscar o line... SERÁ? ??WOW | The Third Travel 08 de Jun. | Marina Park - Fortaleza Vendas a partir de Seg, 25/Mar. festawow.com.br-#festawow #energiawow #thethirdtravel #waveventos #owleventos #wow;The Third Travel;Marina Park - Fortaleza;-;08/06/24;-;festawow.com.br
142;O Último Encontro do SPC tá chegando e a gente quer saber: será que você já sabe de todos os detalhes? Arrasta pro lado e confira todas as novidades sobre a turnê do @spcacustico e não se esqueça de garantir seu ingresso. SPC Acústico 2 - O Último Encontro - 10/05, em Fortaleza, no Centro de Eventos Ceará Ingressos disponíveis no link da BIO do @spcacustico ou em spcacustico.com.br#SPCAcústico #SPC #SóPraContrariar #R2comSPC@demusic_;SPC Acústico 2 - O Último Encontro;Centro de Eventos Ceará;SPC Acústico;10/05/2024;-;spcacustico.com.br
143;É hoje! @kukukaya Bilheteria aberta a partir das 20h.;-;Kukukaya;-;-;-;-
144;Nossa próxima terapia? SÁBADO, 30 DE março no Playa HENRY FREITAS - BANDA EVARALK - BAILE DO ED CumbucoAdquira já seu ingresso no LINK DA BIO.Para maiores informações chama a gente no DIRECT;Baile do Ed Cumbuco;Playa Henry Freitas;Banda Evaralk;30/03/24;-;-
145;Fortaleza se prepara pra viver uma noite com a rainha do samba : Alcione! 01 de junho Shopping Salinas Garanta o seu ingresso : Grafcarlos.comÓticas Diniz (Iguatemi e North Shopping);Alcione;Shopping Salinas;Alcione;01/06/24;-;-
146;É HOJEVem De Boa, porque temos um encontro marcado no @praiow com @avinevinny, @somdefaculdade e @crissantosreal ! Ingressos na mão? www.praiow.com.br;Vem De Boa;@praiow;@avinevinny, @somdefaculdade, @crissantosreal;-;-;www.praiow.com.br
147;Chegou o GRANDA DIA! É hoje a noite que vai marcar FORTALEZA com muito forró de verdade. Zé Cantor, Toca do Vale, Junior Vianna e Forró Real te esperam hoje, no estacionamento do Cidade Mix. Pontos de venda - On-line: https://brasilticket.com.br/cidade-mix-forro-de-verdade.html- ?Vendas físicas: Barzim da Maraponga, Carneiro Prime e Óticas Diniz. #CidadeMix #Forró #Forródeverdade #Éhoje;GRANDA DIA;estacionamento do Cidade Mix;Zé Cantor, Toca do Vale, Junior Vianna e Forró Real;-;-;https://brasilticket.com.br/cidade-mix-forro-de-verdade.html
148;@somdefaculdade comentou um pouquinho das expectativas pro nosso encontro de hoje, no @praiow! Ingressos já garantidos! Corre porque tá chegando… www.praiow.com.br;Encontro de hoje;Praiow;-;-;-;www.praiow.com.br
149;Amanhã teremos o #VemDeBoa no @praiow e, como de costume, há algumas regras básicas para transformar nosso encontro especial e a ordem dos artistas também já estão definidos! Arraste pro lado e quem não garantiu entrada, corre porque ainda dá tempo! www.praiow.com.br;#VemDeBoa;Praiow;-;-;-;www.praiow.com.br
150;Finalmente o SEXTOU chegou! Quem vai estar igual o @nattan? Naquela resenha em casa só com os sucessos… ?Aproveite o fim de semana e garanta sua entrada pro nosso encontro dia 18 de maio! www.limitezero.art.br Óticas DinizCentro - Praça Ferreira | Aldeota- Harmony Center | Iguatemi | Messejana | Montese | Jockey | North Shopping;;-;;;;
151;O fenômeno Jonas Esticado, sucesso absoluto na edição 2020 do Baguncinha, promete um show inesquecível na maior Semana Santa do CearáE aí, já garantiu seu passaporte? Na compra do seu ingresso, você leva na hora um copo exclusivo do evento + abadá oficial e ainda parcela em 3x sem juros PONTOS DE VENDAS QUIXERAMOBIM Casa do Bebê Rua Abílio Silva, 168 Burgery Quixeramobim Rua Joel Nunes, 122 Malluvida Boutique Rua Cônego Aureliano Mota, 27 Farmácia Fórmula Verde Rua Teixeira de Freitas, 228 QUIXADÁ Tella Moda Feminina Avenida Plácido Castelo, 2000 VENDAS ON-LINE BrasilTicket.com.br #baguncinha2024 #semanasanta #euvou #quixeramobim #marifernandez #jonasesticado #zecantor #mateusximenes #osdonosdafesta #todomundovai;Baguncinha 2024;Fortaleza, Ceará;Jonas Esticado;-;-;BrasilTicket.com.br
152;"A Espera acabou! Está disponível em nosso canal https://www.youtube.com/@seudesejo ""Cama de Solteiro"", primeira faixa do DVD ""Nosso Tempo é Agora""! Assistam sem moderação! @seudesejo | @yaratche | @aledesejo | @camaroteshows #SeuDesejo #Lançamento #CamaDeSolteiro #YaraTchê #AlessandroCosta #NossoTempoéAgora";-;-;YaraTchê, AlessandroCosta;-;-;-
153;É AMANHÃ! Uauuuu estamos pertinho de viver essa incrível noite com muito forró de Zé Cantor, Toca do Vale, Junior Vianna e Forró Real. Amanhã estamos te esperando no estacionamento do Cidade Mix. Pontos de venda - On-line: https://brasilticket.com.br/cidade-mix-forro-de-verdade.html- ?Vendas físicas: Barzim da Maraponga, Carneiro Prime e Óticas Diniz. #CidadeMix #Forró #Forródeverdade #ZéCantor;Cidade Mix - Forró de Verdade;Estacionamento do Cidade Mix;Zé Cantor, Toca do Vale, Junior Vianna e Forró Real;-;-;https://brasilticket.com.br/cidade-mix-forro-de-verdade.html
154;Ai que saudade de um beija-flor.. 18 de MaioHenrique e JulianoNattan Vendas online no link da bio Óticas DinizCentro - Praça Ferreira | Aldeota- Harmony Center | Iguatemi | Messejana | Montese | Jockey | North Shopping#henriqueejuliano #floreobeijaflor;-;Centro - Praça Ferreira | Aldeota- Harmony Center | Iguatemi | Messejana | Montese | Jockey | North Shopping;Henrique e Juliano, Nattan;18/05/24;-;-
155;Me entreguei de corpo inteiroMesmo assim você quis outro alguém @vemprochurrasquinho 22 de Jun | Colosso Fortaleza Link com DESCONTO na BIO. ingressos à venda: no link da bio e nas lojas skyler dos shoppings Parangaba, Rio mar kennedy e Iguatemi#VemProChurrasquinho #Pagode #MenosÉMais #GrupoMenosÉMais #ChurrasquinhoMenosÉMais;Vem Pro Churrasquinho;Colosso Fortaleza;Grupo Menos é Mais;22/06/24;-;-
156;Eu implorei pra voltar 18 de MaioHenrique e JulianoNattan Vendas online no link da bio Óticas DinizCentro - Praça Ferreira | Aldeota- Harmony Center | Iguatemi | Messejana | Montese | Jockey | North Shopping#henriqueejuliano;Henrique e Juliano;Centro - Praça Ferreira | Aldeota- Harmony Center | Iguatemi | Messejana | Montese | Jockey | North Shopping;Nattan;18/05/24;-;-
157;Atenção passageiros, aqui é a #Tripulação003 que vos fala. Arraste para o lado e confira um pouco do que iremos entregar à vocês no dia 08/Jun. Estejam cientes de que tudo isso é apenas uma fração do que viveremos juntos na Terceira Viagem. ? Vocês estão prontos? ????Garanta AGORA seu cartão de embarque. festawow.com.br???? WOW 2024 - The Third Travel@liulive • @eliiwasa • @brunofurlan • @fatsyncmusic@saviomusic • @twonottymusic • @vylowmusic b2b @ruddekmusic???? 08 de Jun. | Marina Park - Fortaleza-#festawow #energiawow #thethirdtravel #waveventos #wow #owleventos #tripulação003;WOW 2024 - The Third Travel;Marina Park - Fortaleza;@liulive • @eliiwasa • @brunofurlan • @fatsyncmusic @saviomusic • @twonottymusic • @vylowmusic b2b @ruddekmusic;08/06/24;-;festawow.com.br
158;Henry Freitas volta ao Ceará após 15 dias do seu DVD e faz show histórico no sábado de Playa Cumbuco até as 07:00 da manhã! INGRESSOS ESGOTADOS.#henryfreitas;Show Henry Freitas;Playa Cumbuco;Henry Freitas;-;-;-
159;ALÔ Fortaleza Vem aí…VIRADA DE LOTE Garanta já seu ingresso para o @garotavip e curta o Festival mais amado do Brasil! A partir de segunda-feira, 08 de Abril novos valores!Pronto, preparado e querendo? Dia 27 de abril promete! GARANTA SEU INGRESSO: Pontos Físicos: RANCHO DO POÇO:(R. Oscar Benevides, 90 - Mondubim, Fortaleza-CE)LOJAS PONTO DA MODA:MARACANAÚ(End.: R. Dezesseis, 331 - Jereissati I, Maracanaú - CE, 61900-230)SHOPPING EUSÉBIO(End.: E040 ?, Av. Eusébio de Queiroz, 1890 - Loja 10 - Tamatanduba, Eusébio - CE)CENTRO(End. R. Guilherme Rocha, 203 - Centro)SHOPPING RIO MAR KENNEDY (End.: Av. Sgt. Hermínio Sampaio, 3100 - Pres. Kennedy, Fortaleza - CE) MESSEJANA (Av. Frei Cirilo, 172 - Messejana, Fortaleza - CE)NORTH SHOPPING JÓQUEI (Av. Lineu Machado, 419 - Jóquei Clube, Fortaleza - CE)Venda on-line: https://www.virtualticket.com.br/eventos/garota-vip-fortaleza-2024#GarotaVip #Fortaleza #Ceará #SóOsFortesEntendem #WesleySafadão #CamaroteShows #LuanSantana #LeoSantana #MarieRayane;Garota Vip Fortaleza;RANCHO DO POÇO (R. Oscar Benevides, 90 - Mondubim, Fortaleza-CE);Wesley Safadão, Luan Santana, Leo Santana, Marie Rayane;27/04/24;-;https://www.virtualticket.com.br/eventos/garota-vip-fortaleza-2024
160;Próximo sábado nos encontramos no @sorrisoasantigas @marinaparkhotel Ingressos esgotados #sorrisomaroto;Sorriso Antigas;Marina Park Hotel;-;-;-;-
161;Quem disse que não existe Festival perfeito não conhece o @garotvip. Fortaleza viverá experiências únicas com nosso líder @Wesleysafadao, @luansantana, @leosantana e @marierayaneoficial Sábado, 27 de Abril no Estacionamento da Arena Castelão. Garanta seu ingresso: PONTOS FÍSICOS: RANCHO DO POÇO:(R. Oscar Benevides, 90 - Mondubim, Fortaleza-CE)LOJAS PONTO DA MODA:MARACANAÚ(End.: R. Dezesseis, 331 - Jereissati I, Maracanaú - CE, 61900-230)SHOPPING EUSÉBIO(End.: E040 ?, Av. Eusébio de Queiroz, 1890 - Loja 10 - Tamatanduba, Eusébio - CE)CENTRO(End. R. Guilherme Rocha, 203 - Centro)SHOPPING RIO MAR KENNEDY (End.: Av. Sgt. Hermínio Sampaio, 3100 - Pres. Kennedy, Fortaleza - CE) MESSEJANA (Av. Frei Cirilo, 172 - Messejana, Fortaleza - CE)NORTH SHOPPING JÓQUEI (Av. Lineu Machado, 419 - Jóquei Clube, Fortaleza - CE)Venda on-line: https://www.virtualticket.com.br/eventos/garota-vip-fortaleza-2024#GarotaVip #Fortaleza #Ceará #SaveTheDate #SóOsFortesEntendem #WesleySafadão #CamaroteShows #LuanSantana #LeoSantana #MarieRayane;Garota Vip Fortaleza 2024;Estacionamento da Arena Castelão;Wesley Safadão, Luan Santana, Leo Santana, Marie Rayane;27/04/24;-;https://www.virtualticket.com.br/eventos/garota-vip-fortaleza-2024#GarotaVip
162;CHEGOU O GRANDE DIAHOJE LIMOEIRO PARA TUDOEITA FORROZÃO GIGANTE@guilhermedantasoficial @tarcisiodoacordeon @zevaqueiro @nattan;-;-;GUilherme Dantas, Tarcísio do Acordeon, Zé Vaqueiro, Nattan;-;-;-
163;Marque os seus amigos que vão curtir com você mais uma edição do Churrasquinho do Menos é Mais em Fortaleza @vemprochurrasquinho 22 de Jun | Colosso Fortaleza ingressos à venda: site da @ingresse e nas lojas skyler dos shoppings Parangaba, Rio mar kennedy e Iguatemi #VemProChurrasquinho #Pagode #MenosÉMais #GrupoMenosÉMais #ChurrasquinhoMenosÉMais;Churrasquinho do Menos é Mais;Colosso Fortaleza;Menos é Mais;22/06/24;-;-
